carrier,dep_time,dep_delay,arr_delay,dest,tailnum,name,join_type
WN,2023-01-09T11:28:44Z,110,-7,SFO,N987DL,Southwest Airlines Co.,left
WN,2023-01-09T11:38:04Z,19,220,ATL,N987DL,Southwest Airlines Co.,left
WN,2023-01-09T20:31:37Z,20,153,ATL,N123AA,Southwest Airlines Co.,left
WN,2023-01-09T20:37:24Z,169,215,ATL,N222UA,Southwest Airlines Co.,left
WN,2023-01-09T21:22:30Z,26,-7,SFO,N123AA,Southwest Airlines Co.,left
WN,2023-01-10T06:28:44Z,46,92,DFW,N555AA,Southwest Airlines Co.,left
WN,2023-01-10T06:36:09Z,12,75,DFW,N333B6,Southwest Airlines Co.,left
WN,2023-01-10T06:48:16Z,150,20,LAX,N123AA,Southwest Airlines Co.,left
WN,2023-01-10T07:05:47Z,69,79,ORD,N555AA,Southwest Airlines Co.,left
WN,2023-01-10T09:39:46Z,20,123,ORD,N987DL,Southwest Airlines Co.,left
WN,2023-01-10T09:45:33Z,4,190,SFO,N444WN,Southwest Airlines Co.,left
WN,2023-01-10T11:41:39Z,26,81,LAX,N987DL,Southwest Airlines Co.,left
WN,2023-01-10T15:56:53Z,150,228,ORD,N333B6,Southwest Airlines Co.,left
WN,2023-01-10T21:31:08Z,127,111,ORD,N123AA,Southwest Airlines Co.,left
WN,2023-01-10T23:36:12Z,35,77,LAX,N123AA,Southwest Airlines Co.,left
AA,2023-01-01T06:41:31Z,26,173,SFO,N987DL,American Airlines Inc.,right
AA,2023-01-01T07:06:06Z,11,225,ATL,N987DL,American Airlines Inc.,right
AA,2023-01-01T09:36:06Z,20,191,JFK,N222UA,American Airlines Inc.,right
AA,2023-01-01T09:45:07Z,20,4,JFK,N333B6,American Airlines Inc.,right
AA,2023-01-01T15:51:29Z,109,19,ORD,N987DL,American Airlines Inc.,right
AA,2023-01-02T04:25:54Z,98,225,ATL,N987DL,American Airlines Inc.,right
AA,2023-01-02T05:54:30Z,72,238,JFK,N222UA,American Airlines Inc.,right
AA,2023-01-02T14:39:51Z,12,8,LAX,N333B6,American Airlines Inc.,right
AA,2023-01-02T17:28:04Z,104,203,LAX,N987DL,American Airlines Inc.,right
AA,2023-01-02T20:58:12Z,-1,8,ORD,N222UA,American Airlines Inc.,right
AA,2023-01-03T03:14:54Z,109,2,JFK,N555AA,American Airlines Inc.,right
AA,2023-01-03T03:29:56Z,94,-7,JFK,N555AA,American Airlines Inc.,right
AA,2023-01-03T03:30:50Z,127,25,LAX,N123AA,American Airlines Inc.,right
AA,2023-01-03T07:21:55Z,24,189,LAX,N222UA,American Airlines Inc.,right
AA,2023-01-03T07:26:55Z,72,133,ATL,N123AA,American Airlines Inc.,right
AA,2023-01-03T10:35:44Z,34,195,SFO,N222UA,American Airlines Inc.,right
AA,2023-01-03T17:38:47Z,71,52,ATL,N123AA,American Airlines Inc.,right
AA,2023-01-04T04:14:44Z,4,67,ORD,N123AA,American Airlines Inc.,right
AA,2023-01-04T05:26:03Z,-3,38,JFK,N123AA,American Airlines Inc.,right
AA,2023-01-04T05:59:50Z,104,189,JFK,N123AA,American Airlines Inc.,right
AA,2023-01-04T08:22:28Z,12,238,SFO,N555AA,American Airlines Inc.,right
AA,2023-01-04T11:37:50Z,-1,220,JFK,N987DL,American Airlines Inc.,right
AA,2023-01-04T17:10:50Z,30,37,JFK,N333B6,American Airlines Inc.,right
AA,2023-01-04T21:56:03Z,-3,31,ORD,N555AA,American Airlines Inc.,right
AA,2023-01-04T22:25:17Z,114,92,ORD,N222UA,American Airlines Inc.,right
AA,2023-01-04T23:50:01Z,51,2,JFK,N222UA,American Airlines Inc.,right
AA,2023-01-05T13:40:23Z,110,185,SFO,N555AA,American Airlines Inc.,right
AA,2023-01-05T13:42:12Z,169,16,ORD,N987DL,American Airlines Inc.,right
AA,2023-01-05T20:09:42Z,94,105,ATL,N222UA,American Airlines Inc.,right
AA,2023-01-05T22:43:55Z,69,105,ORD,N123AA,American Airlines Inc.,right
AA,2023-01-06T01:50:43Z,96,110,LAX,N123AA,American Airlines Inc.,right
AA,2023-01-06T01:54:56Z,26,139,JFK,N222UA,American Airlines Inc.,right
AA,2023-01-06T07:48:31Z,98,171,ORD,N444WN,American Airlines Inc.,right
AA,2023-01-06T09:21:55Z,-3,129,LAX,N555AA,American Airlines Inc.,right
AA,2023-01-06T09:30:31Z,146,196,DFW,N555AA,American Airlines Inc.,right
AA,2023-01-06T11:13:27Z,51,98,ATL,N222UA,American Airlines Inc.,right
AA,2023-01-06T17:08:53Z,19,38,DFW,N555AA,American Airlines Inc.,right
AA,2023-01-06T20:30:01Z,11,212,LAX,N555AA,American Airlines Inc.,right
AA,2023-01-07T07:36:20Z,11,83,LAX,N222UA,American Airlines Inc.,right
AA,2023-01-07T07:46:46Z,51,158,LAX,N555AA,American Airlines Inc.,right
AA,2023-01-07T08:16:12Z,110,89,LAX,N987DL,American Airlines Inc.,right
AA,2023-01-07T08:54:44Z,15,214,ORD,N222UA,American Airlines Inc.,right
AA,2023-01-07T10:09:49Z,134,152,LAX,N555AA,American Airlines Inc.,right
AA,2023-01-07T21:29:13Z,-3,215,ATL,N444WN,American Airlines Inc.,right
AA,2023-01-08T00:02:34Z,3,171,ORD,N222UA,American Airlines Inc.,right
AA,2023-01-08T05:14:17Z,70,171,JFK,N555AA,American Airlines Inc.,right
AA,2023-01-08T06:54:30Z,94,81,SFO,N444WN,American Airlines Inc.,right
AA,2023-01-08T07:01:56Z,71,154,SFO,N987DL,American Airlines Inc.,right
AA,2023-01-08T07:37:58Z,134,81,SFO,N987DL,American Airlines Inc.,right
AA,2023-01-08T13:37:59Z,134,-7,JFK,N123AA,American Airlines Inc.,right
AA,2023-01-08T21:02:50Z,15,37,JFK,N555AA,American Airlines Inc.,right
AA,2023-01-09T01:16:33Z,72,203,SFO,N987DL,American Airlines Inc.,right
AA,2023-01-09T01:39:06Z,80,12,ATL,N987DL,American Airlines Inc.,right
AA,2023-01-09T03:02:48Z,94,47,LAX,N444WN,American Airlines Inc.,right
AA,2023-01-09T03:51:04Z,69,238,JFK,N222UA,American Airlines Inc.,right
AA,2023-01-09T08:41:10Z,-3,228,JFK,N222UA,American Airlines Inc.,right
AA,2023-01-09T09:03:07Z,-3,110,JFK,N222UA,American Airlines Inc.,right
AA,2023-01-09T11:20:40Z,11,171,DFW,N555AA,American Airlines Inc.,right
AA,2023-01-09T11:28:39Z,-3,83,ATL,N333B6,American Airlines Inc.,right
AA,2023-01-09T18:21:29Z,19,200,LAX,N987DL,American Airlines Inc.,right
AA,2023-01-10T02:15:48Z,74,212,ATL,N123AA,American Airlines Inc.,right
AA,2023-01-10T04:39:03Z,123,154,SFO,N987DL,American Airlines Inc.,right
AA,2023-01-10T07:04:24Z,114,191,ATL,N987DL,American Airlines Inc.,right
AA,2023-01-10T13:12:54Z,11,1,ATL,N444WN,American Airlines Inc.,right
AA,2023-01-10T15:42:40Z,94,93,ATL,N555AA,American Airlines Inc.,right
AS,,,,,,Alaska Airlines Inc.,right
B6,2023-01-01T00:03:56Z,146,203,DFW,N123AA,JetBlue Airways,right
B6,2023-01-01T07:14:04Z,70,203,SFO,N333B6,JetBlue Airways,right
B6,2023-01-01T11:59:01Z,127,222,DFW,N555AA,JetBlue Airways,right
B6,2023-01-01T14:50:13Z,19,148,SFO,N987DL,JetBlue Airways,right
B6,2023-01-01T17:01:12Z,109,108,ATL,N444WN,JetBlue Airways,right
B6,2023-01-02T01:33:17Z,70,96,JFK,N333B6,JetBlue Airways,right
B6,2023-01-02T01:38:42Z,72,2,JFK,N333B6,JetBlue Airways,right
B6,2023-01-02T01:41:52Z,173,16,JFK,N987DL,JetBlue Airways,right
B6,2023-01-02T03:38:41Z,4,130,LAX,N123AA,JetBlue Airways,right
B6,2023-01-02T05:58:16Z,131,152,LAX,N444WN,JetBlue Airways,right
B6,2023-01-02T09:26:29Z,173,123,DFW,N555AA,JetBlue Airways,right
B6,2023-01-02T19:27:22Z,20,5,LAX,N987DL,JetBlue Airways,right
B6,2023-01-03T01:28:55Z,108,225,SFO,N222UA,JetBlue Airways,right
B6,2023-01-03T02:50:52Z,46,3,SFO,N987DL,JetBlue Airways,right
B6,2023-01-03T02:51:38Z,109,220,DFW,N987DL,JetBlue Airways,right
B6,2023-01-03T08:58:42Z,35,238,ATL,N333B6,JetBlue Airways,right
B6,2023-01-03T12:43:09Z,173,212,DFW,N444WN,JetBlue Airways,right
B6,2023-01-03T14:10:47Z,66,96,DFW,N222UA,JetBlue Airways,right
B6,2023-01-03T21:56:52Z,127,79,SFO,N555AA,JetBlue Airways,right
B6,2023-01-03T23:14:45Z,134,129,ORD,N123AA,JetBlue Airways,right
B6,2023-01-04T06:59:30Z,62,154,ORD,N123AA,JetBlue Airways,right
B6,2023-01-04T08:09:46Z,115,123,ATL,N222UA,JetBlue Airways,right
B6,2023-01-04T10:33:06Z,167,152,LAX,N444WN,JetBlue Airways,right
B6,2023-01-04T12:42:27Z,26,126,JFK,N333B6,JetBlue Airways,right
B6,2023-01-04T17:50:15Z,114,81,LAX,N123AA,JetBlue Airways,right
B6,2023-01-04T18:48:16Z,169,154,LAX,N123AA,JetBlue Airways,right
B6,2023-01-04T22:01:48Z,46,38,ORD,N333B6,JetBlue Airways,right
B6,2023-01-05T00:49:21Z,71,81,DFW,N444WN,JetBlue Airways,right
B6,2023-01-05T03:48:10Z,108,211,JFK,N123AA,JetBlue Airways,right
B6,2023-01-05T07:15:41Z,5,38,ATL,N333B6,JetBlue Airways,right
B6,2023-01-05T10:02:30Z,19,110,ATL,N222UA,JetBlue Airways,right
B6,2023-01-05T11:39:44Z,158,111,DFW,N222UA,JetBlue Airways,right
B6,2023-01-05T16:05:35Z,60,1,JFK,N123AA,JetBlue Airways,right
B6,2023-01-05T17:49:15Z,158,1,SFO,N987DL,JetBlue Airways,right
B6,2023-01-05T18:20:58Z,146,228,JFK,N444WN,JetBlue Airways,right
B6,2023-01-05T22:07:07Z,98,2,ORD,N444WN,JetBlue Airways,right
B6,2023-01-06T01:27:13Z,94,2,DFW,N555AA,JetBlue Airways,right
B6,2023-01-06T07:30:44Z,102,96,SFO,N222UA,JetBlue Airways,right
B6,2023-01-06T10:09:17Z,-3,4,LAX,N555AA,JetBlue Airways,right
B6,2023-01-06T10:55:50Z,104,81,ORD,N555AA,JetBlue Airways,right
B6,2023-01-06T13:53:49Z,22,29,LAX,N123AA,JetBlue Airways,right
B6,2023-01-06T16:04:57Z,131,238,LAX,N987DL,JetBlue Airways,right
B6,2023-01-06T16:23:32Z,74,134,ORD,N444WN,JetBlue Airways,right
B6,2023-01-06T18:08:21Z,102,108,JFK,N555AA,JetBlue Airways,right
B6,2023-01-06T22:00:05Z,144,81,LAX,N333B6,JetBlue Airways,right
B6,2023-01-07T12:24:21Z,102,83,JFK,N222UA,JetBlue Airways,right
B6,2023-01-07T12:36:40Z,62,211,JFK,N123AA,JetBlue Airways,right
B6,2023-01-07T17:50:58Z,96,228,SFO,N987DL,JetBlue Airways,right
B6,2023-01-07T20:50:08Z,131,16,ATL,N444WN,JetBlue Airways,right
B6,2023-01-07T22:55:50Z,74,212,SFO,N123AA,JetBlue Airways,right
B6,2023-01-08T04:01:02Z,3,134,SFO,N987DL,JetBlue Airways,right
B6,2023-01-08T04:08:53Z,100,163,DFW,N444WN,JetBlue Airways,right
B6,2023-01-08T12:43:30Z,96,215,SFO,N123AA,JetBlue Airways,right
B6,2023-01-08T13:54:01Z,28,229,DFW,N987DL,JetBlue Airways,right
B6,2023-01-08T22:51:51Z,71,202,ORD,N987DL,JetBlue Airways,right
B6,2023-01-09T01:50:20Z,20,3,LAX,N222UA,JetBlue Airways,right
B6,2023-01-09T03:52:20Z,177,238,JFK,N987DL,JetBlue Airways,right
B6,2023-01-09T08:28:34Z,72,191,SFO,N333B6,JetBlue Airways,right
B6,2023-01-09T11:23:17Z,11,31,ATL,N444WN,JetBlue Airways,right
B6,2023-01-09T14:03:09Z,3,152,JFK,N555AA,JetBlue Airways,right
B6,2023-01-10T00:53:02Z,2,129,LAX,N333B6,JetBlue Airways,right
B6,2023-01-10T04:33:24Z,22,94,DFW,N987DL,JetBlue Airways,right
B6,2023-01-10T06:02:25Z,20,,JFK,N987DL,JetBlue Airways,right
B6,2023-01-10T08:34:57Z,20,225,SFO,N333B6,JetBlue Airways,right
B6,2023-01-10T09:03:04Z,98,38,JFK,N123AA,JetBlue Airways,right
B6,2023-01-10T09:47:27Z,3,190,JFK,N444WN,JetBlue Airways,right
B6,2023-01-10T14:24:32Z,47,79,SFO,N123AA,JetBlue Airways,right
B6,2023-01-10T15:55:13Z,144,70,SFO,N123AA,JetBlue Airways,right
DL,2023-01-01T03:43:51Z,0,38,JFK,N222UA,Delta Air Lines Inc.,right
DL,2023-01-01T12:11:02Z,115,94,ORD,N444WN,Delta Air Lines Inc.,right
DL,2023-01-01T13:06:33Z,20,190,JFK,N444WN,Delta Air Lines Inc.,right
DL,2023-01-01T17:31:57Z,150,189,ATL,N222UA,Delta Air Lines Inc.,right
DL,2023-01-02T01:03:14Z,12,105,LAX,N222UA,Delta Air Lines Inc.,right
DL,2023-01-02T08:54:12Z,3,1,ORD,N333B6,Delta Air Lines Inc.,right
DL,2023-01-02T11:14:25Z,62,20,DFW,N444WN,Delta Air Lines Inc.,right
DL,2023-01-02T22:27:38Z,98,214,DFW,N123AA,Delta Air Lines Inc.,right
DL,2023-01-02T22:35:45Z,60,75,SFO,N987DL,Delta Air Lines Inc.,right
DL,2023-01-03T04:59:16Z,20,79,JFK,N555AA,Delta Air Lines Inc.,right
DL,2023-01-03T06:48:10Z,-1,134,SFO,N123AA,Delta Air Lines Inc.,right
DL,2023-01-03T07:29:02Z,144,191,DFW,N987DL,Delta Air Lines Inc.,right
DL,2023-01-03T09:00:43Z,20,123,ATL,N444WN,Delta Air Lines Inc.,right
DL,2023-01-03T11:11:22Z,,79,ATL,N123AA,Delta Air Lines Inc.,right
DL,2023-01-03T13:35:19Z,104,214,DFW,N123AA,Delta Air Lines Inc.,right
DL,2023-01-03T14:38:34Z,71,4,ATL,N987DL,Delta Air Lines Inc.,right
DL,2023-01-03T21:01:23Z,104,202,SFO,N555AA,Delta Air Lines Inc.,right
DL,2023-01-04T04:04:33Z,69,,LAX,N987DL,Delta Air Lines Inc.,right
DL,2023-01-04T05:02:09Z,164,-7,LAX,N333B6,Delta Air Lines Inc.,right
DL,2023-01-04T20:25:17Z,156,158,LAX,N987DL,Delta Air Lines Inc.,right
DL,2023-01-04T22:13:22Z,11,67,SFO,N333B6,Delta Air Lines Inc.,right
DL,2023-01-05T04:46:37Z,150,225,DFW,N987DL,Delta Air Lines Inc.,right
DL,2023-01-05T06:04:41Z,66,83,DFW,N123AA,Delta Air Lines Inc.,right
DL,2023-01-05T10:38:35Z,72,5,JFK,N555AA,Delta Air Lines Inc.,right
DL,2023-01-05T15:45:08Z,59,152,JFK,N333B6,Delta Air Lines Inc.,right
DL,2023-01-05T18:19:48Z,131,6,JFK,N555AA,Delta Air Lines Inc.,right
DL,2023-01-06T01:10:56Z,59,1,DFW,N222UA,Delta Air Lines Inc.,right
DL,2023-01-06T02:35:44Z,72,5,SFO,N987DL,Delta Air Lines Inc.,right
DL,2023-01-06T10:37:15Z,3,10,ATL,N987DL,Delta Air Lines Inc.,right
DL,2023-01-06T13:01:55Z,-3,225,ATL,N555AA,Delta Air Lines Inc.,right
DL,2023-01-06T18:52:15Z,167,229,LAX,N333B6,Delta Air Lines Inc.,right
DL,2023-01-06T20:21:16Z,156,2,SFO,N123AA,Delta Air Lines Inc.,right
DL,2023-01-06T23:25:50Z,3,4,LAX,N555AA,Delta Air Lines Inc.,right
DL,2023-01-07T01:27:12Z,4,225,ATL,N987DL,Delta Air Lines Inc.,right
DL,2023-01-07T05:12:23Z,80,94,ORD,N987DL,Delta Air Lines Inc.,right
DL,2023-01-07T10:20:24Z,173,-7,ATL,N333B6,Delta Air Lines Inc.,right
DL,2023-01-07T13:19:50Z,146,2,SFO,N333B6,Delta Air Lines Inc.,right
DL,2023-01-07T14:12:58Z,59,215,DFW,N333B6,Delta Air Lines Inc.,right
DL,2023-01-07T14:52:24Z,34,108,ORD,N123AA,Delta Air Lines Inc.,right
DL,2023-01-08T06:50:06Z,0,123,JFK,N444WN,Delta Air Lines Inc.,right
DL,2023-01-08T15:12:12Z,115,75,LAX,N444WN,Delta Air Lines Inc.,right
DL,2023-01-08T16:36:47Z,134,95,ATL,N333B6,Delta Air Lines Inc.,right
DL,2023-01-08T21:05:32Z,5,238,LAX,N987DL,Delta Air Lines Inc.,right
DL,2023-01-09T00:54:10Z,66,214,JFK,N987DL,Delta Air Lines Inc.,right
DL,2023-01-09T00:56:05Z,,-7,DFW,N987DL,Delta Air Lines Inc.,right
DL,2023-01-09T02:40:18Z,134,95,DFW,N222UA,Delta Air Lines Inc.,right
DL,2023-01-09T06:46:57Z,156,139,ATL,N222UA,Delta Air Lines Inc.,right
DL,2023-01-09T07:27:52Z,70,16,LAX,N444WN,Delta Air Lines Inc.,right
DL,2023-01-09T09:56:15Z,66,10,JFK,N444WN,Delta Air Lines Inc.,right
DL,2023-01-09T16:44:22Z,-3,20,DFW,N444WN,Delta Air Lines Inc.,right
DL,2023-01-09T18:05:04Z,3,207,ORD,N333B6,Delta Air Lines Inc.,right
DL,2023-01-09T18:29:34Z,30,211,ORD,N555AA,Delta Air Lines Inc.,right
DL,2023-01-09T18:31:45Z,104,220,SFO,N123AA,Delta Air Lines Inc.,right
DL,2023-01-09T19:08:48Z,19,203,LAX,N222UA,Delta Air Lines Inc.,right
DL,2023-01-09T19:14:54Z,-3,126,ORD,N555AA,Delta Air Lines Inc.,right
DL,2023-01-10T03:11:21Z,168,94,ATL,N555AA,Delta Air Lines Inc.,right
DL,2023-01-10T04:34:01Z,47,10,DFW,N123AA,Delta Air Lines Inc.,right
DL,2023-01-10T05:36:08Z,46,75,SFO,N123AA,Delta Air Lines Inc.,right
DL,2023-01-10T09:49:11Z,11,211,JFK,N444WN,Delta Air Lines Inc.,right
DL,2023-01-10T12:30:20Z,26,94,DFW,N444WN,Delta Air Lines Inc.,right
DL,2023-01-10T22:23:39Z,107,67,JFK,N444WN,Delta Air Lines Inc.,right
DL,2023-01-10T22:39:24Z,150,-7,JFK,N555AA,Delta Air Lines Inc.,right
UA,2023-01-01T01:39:34Z,15,52,ATL,N123AA,United Air Lines Inc.,right
UA,2023-01-01T02:09:29Z,115,196,DFW,N222UA,United Air Lines Inc.,right
UA,2023-01-01T02:45:09Z,146,56,DFW,N444WN,United Air Lines Inc.,right
UA,2023-01-01T03:03:45Z,34,158,SFO,N555AA,United Air Lines Inc.,right
UA,2023-01-02T02:22:49Z,26,69,DFW,N987DL,United Air Lines Inc.,right
UA,2023-01-02T06:10:23Z,164,228,ATL,N555AA,United Air Lines Inc.,right
UA,2023-01-02T07:27:36Z,0,147,LAX,N333B6,United Air Lines Inc.,right
UA,2023-01-02T07:52:12Z,104,95,JFK,N333B6,United Air Lines Inc.,right
UA,2023-01-02T07:52:52Z,91,16,LAX,N222UA,United Air Lines Inc.,right
UA,2023-01-02T08:31:05Z,123,185,SFO,N555AA,United Air Lines Inc.,right
UA,2023-01-02T09:01:38Z,71,211,ATL,N333B6,United Air Lines Inc.,right
UA,2023-01-03T00:50:23Z,11,25,DFW,N123AA,United Air Lines Inc.,right
UA,2023-01-03T02:56:52Z,69,190,DFW,N222UA,United Air Lines Inc.,right
UA,2023-01-03T04:15:54Z,115,238,DFW,N555AA,United Air Lines Inc.,right
UA,2023-01-03T12:03:01Z,59,25,DFW,N987DL,United Air Lines Inc.,right
UA,2023-01-03T18:21:19Z,167,31,DFW,N333B6,United Air Lines Inc.,right
UA,2023-01-03T18:49:05Z,65,69,SFO,N555AA,United Air Lines Inc.,right
UA,2023-01-03T21:49:16Z,-3,5,LAX,N222UA,United Air Lines Inc.,right
UA,2023-01-04T05:17:56Z,150,4,SFO,N123AA,United Air Lines Inc.,right
UA,2023-01-04T06:14:37Z,110,214,SFO,N555AA,United Air Lines Inc.,right
UA,2023-01-04T14:35:20Z,34,215,SFO,N555AA,United Air Lines Inc.,right
UA,2023-01-04T14:53:56Z,22,152,JFK,N444WN,United Air Lines Inc.,right
UA,2023-01-04T17:43:44Z,96,196,LAX,N333B6,United Air Lines Inc.,right
UA,2023-01-04T18:02:06Z,173,79,LAX,N555AA,United Air Lines Inc.,right
UA,2023-01-04T18:16:07Z,169,16,LAX,N333B6,United Air Lines Inc.,right
UA,2023-01-05T01:45:43Z,104,12,JFK,N222UA,United Air Lines Inc.,right
UA,2023-01-05T05:32:59Z,62,12,DFW,N987DL,United Air Lines Inc.,right
UA,2023-01-06T07:49:12Z,173,126,ATL,N444WN,United Air Lines Inc.,right
UA,2023-01-06T20:57:19Z,22,153,LAX,N222UA,United Air Lines Inc.,right
UA,2023-01-07T00:46:28Z,72,203,ATL,N987DL,United Air Lines Inc.,right
UA,2023-01-07T08:27:26Z,167,191,SFO,N222UA,United Air Lines Inc.,right
UA,2023-01-07T09:08:38Z,66,196,LAX,N222UA,United Air Lines Inc.,right
UA,2023-01-07T10:04:28Z,168,81,LAX,N222UA,United Air Lines Inc.,right
UA,2023-01-07T10:38:46Z,150,185,JFK,N333B6,United Air Lines Inc.,right
UA,2023-01-07T14:56:44Z,4,42,LAX,N444WN,United Air Lines Inc.,right
UA,2023-01-07T16:07:17Z,66,189,LAX,N222UA,United Air Lines Inc.,right
UA,2023-01-07T22:02:29Z,28,238,SFO,N555AA,United Air Lines Inc.,right
UA,2023-01-08T06:37:54Z,100,214,DFW,N222UA,United Air Lines Inc.,right
UA,2023-01-08T17:57:45Z,98,67,ATL,N222UA,United Air Lines Inc.,right
UA,2023-01-08T18:45:58Z,74,94,DFW,N123AA,United Air Lines Inc.,right
UA,2023-01-08T23:27:11Z,134,12,DFW,N987DL,United Air Lines Inc.,right
UA,2023-01-08T23:55:54Z,127,220,DFW,N987DL,United Air Lines Inc.,right
UA,2023-01-09T05:47:01Z,109,225,DFW,N222UA,United Air Lines Inc.,right
UA,2023-01-09T05:47:54Z,65,105,ATL,N123AA,United Air Lines Inc.,right
UA,2023-01-09T06:50:38Z,-3,92,LAX,N987DL,United Air Lines Inc.,right
UA,2023-01-09T07:55:45Z,0,7,SFO,N555AA,United Air Lines Inc.,right
UA,2023-01-09T09:19:20Z,66,81,LAX,N444WN,United Air Lines Inc.,right
UA,2023-01-09T16:46:50Z,59,83,JFK,N333B6,United Air Lines Inc.,right
UA,2023-01-09T21:26:21Z,144,79,SFO,N222UA,United Air Lines Inc.,right
UA,2023-01-09T21:49:11Z,150,20,SFO,N555AA,United Air Lines Inc.,right
UA,2023-01-09T22:49:06Z,91,3,JFK,N222UA,United Air Lines Inc.,right
UA,2023-01-10T00:13:14Z,173,150,ORD,N123AA,United Air Lines Inc.,right
UA,2023-01-10T08:26:43Z,19,5,ORD,N222UA,United Air Lines Inc.,right
UA,2023-01-10T10:23:00Z,94,5,ATL,N333B6,United Air Lines Inc.,right
UA,2023-01-10T18:25:20Z,127,52,ATL,N987DL,United Air Lines Inc.,right
WN,2023-01-01T03:05:31Z,35,-7,ATL,N333B6,Southwest Airlines Co.,right
WN,2023-01-01T03:21:07Z,66,-7,ATL,N555AA,Southwest Airlines Co.,right
WN,2023-01-01T06:11:34Z,0,153,SFO,N444WN,Southwest Airlines Co.,right
WN,2023-01-01T07:06:06Z,34,238,ORD,N333B6,Southwest Airlines Co.,right
WN,2023-01-01T09:33:48Z,134,207,JFK,N333B6,Southwest Airlines Co.,right
WN,2023-01-01T10:23:13Z,35,7,SFO,N555AA,Southwest Airlines Co.,right
WN,2023-01-01T12:35:01Z,,185,LAX,N555AA,Southwest Airlines Co.,right
WN,2023-01-01T13:53:25Z,156,,DFW,N555AA,Southwest Airlines Co.,right
WN,2023-01-01T14:57:41Z,28,211,LAX,N222UA,Southwest Airlines Co.,right
WN,2023-01-01T15:25:51Z,91,70,JFK,N444WN,Southwest Airlines Co.,right
WN,2023-01-02T06:32:34Z,100,212,SFO,N444WN,Southwest Airlines Co.,right
WN,2023-01-02T13:34:48Z,144,105,ATL,N444WN,Southwest Airlines Co.,right
WN,2023-01-02T22:22:47Z,100,192,ATL,N333B6,Southwest Airlines Co.,right
WN,2023-01-02T22:48:11Z,11,202,DFW,N222UA,Southwest Airlines Co.,right
WN,2023-01-02T23:41:26Z,20,98,SFO,N987DL,Southwest Airlines Co.,right
WN,2023-01-03T04:01:04Z,119,129,DFW,N123AA,Southwest Airlines Co.,right
WN,2023-01-03T15:13:06Z,34,185,SFO,N444WN,Southwest Airlines Co.,right
WN,2023-01-04T04:23:06Z,66,16,ORD,N987DL,Southwest Airlines Co.,right
WN,2023-01-04T05:11:26Z,-3,98,LAX,N123AA,Southwest Airlines Co.,right
WN,2023-01-04T08:18:17Z,71,191,JFK,N333B6,Southwest Airlines Co.,right
WN,2023-01-04T12:59:54Z,156,92,LAX,N987DL,Southwest Airlines Co.,right
WN,2023-01-04T19:21:50Z,60,79,SFO,N555AA,Southwest Airlines Co.,right
WN,2023-01-04T19:52:32Z,150,171,SFO,N333B6,Southwest Airlines Co.,right
WN,2023-01-05T02:04:50Z,104,83,LAX,N123AA,Southwest Airlines Co.,right
WN,2023-01-05T06:53:22Z,3,10,ORD,N987DL,Southwest Airlines Co.,right
WN,2023-01-05T11:04:21Z,-1,98,ORD,N123AA,Southwest Airlines Co.,right
WN,2023-01-05T11:10:17Z,134,63,ORD,N555AA,Southwest Airlines Co.,right
WN,2023-01-05T12:47:38Z,19,81,SFO,N333B6,Southwest Airlines Co.,right
WN,2023-01-05T16:24:00Z,26,81,ATL,N222UA,Southwest Airlines Co.,right
WN,2023-01-05T22:47:03Z,20,200,SFO,N555AA,Southwest Airlines Co.,right
WN,2023-01-06T08:42:08Z,158,69,SFO,N444WN,Southwest Airlines Co.,right
WN,2023-01-06T16:48:54Z,108,16,ATL,N123AA,Southwest Airlines Co.,right
WN,2023-01-06T18:30:06Z,70,105,ORD,N222UA,Southwest Airlines Co.,right
WN,2023-01-07T06:58:06Z,20,16,SFO,N123AA,Southwest Airlines Co.,right
WN,2023-01-07T08:29:17Z,100,16,JFK,N123AA,Southwest Airlines Co.,right
WN,2023-01-07T15:06:48Z,146,222,DFW,N444WN,Southwest Airlines Co.,right
WN,2023-01-07T19:13:47Z,177,12,ATL,N555AA,Southwest Airlines Co.,right
WN,2023-01-07T19:23:25Z,98,105,JFK,N333B6,Southwest Airlines Co.,right
WN,2023-01-07T21:44:04Z,119,79,ORD,N333B6,Southwest Airlines Co.,right
WN,2023-01-07T23:31:04Z,11,111,SFO,N222UA,Southwest Airlines Co.,right
WN,2023-01-08T03:00:04Z,70,29,DFW,N555AA,Southwest Airlines Co.,right
WN,2023-01-08T05:44:36Z,66,8,SFO,N333B6,Southwest Airlines Co.,right
WN,2023-01-08T10:21:09Z,173,238,LAX,N987DL,Southwest Airlines Co.,right
WN,2023-01-08T13:25:01Z,123,6,ATL,N123AA,Southwest Airlines Co.,right
WN,2023-01-08T15:41:06Z,115,129,JFK,N333B6,Southwest Airlines Co.,right
WN,2023-01-08T15:54:41Z,3,12,DFW,N555AA,Southwest Airlines Co.,right
WN,2023-01-08T17:41:22Z,72,153,SFO,N555AA,Southwest Airlines Co.,right
WN,2023-01-08T19:33:14Z,35,92,LAX,N333B6,Southwest Airlines Co.,right
WN,2023-01-08T20:49:45Z,108,105,LAX,N222UA,Southwest Airlines Co.,right
WN,2023-01-09T01:09:43Z,104,70,SFO,N222UA,Southwest Airlines Co.,right
WN,2023-01-09T01:20:25Z,91,228,ORD,N987DL,Southwest Airlines Co.,right
